District,State,Accident_Date,Accident_Time,Weather_Condition,Road_Type,Vehicles_Involved,Casualties,Latitude,Longitude
Kolkata,West Bengal,2023-01-01,01:32:15,Stormy,Urban Road,3,10,21.260486,79.588241
Shillong,Meghalaya,2023-12-30,23:52:34,Foggy,Highway,3,2,9.602088,84.431172
Imphal,Manipur,2024-01-17,07:02:28,Rainy,Rural Road,2,9,10.37506,73.3205
New Delhi,Delhi,2023-08-23,13:42:18,Foggy,Highway,1,4,35.749112,95.763793
New Delhi,Delhi,2024-07-23,02:38:02,Stormy,Urban Road,4,2,31.356104,87.219358
Guntur,Andhra Pradesh,2021-03-07,08:15:00,Foggy,Urban Road,1,6,21.65695,76.62965
Amritsar,Punjab,2023-12-16,08:44:21,Foggy,Urban Road,1,2,16.269983,92.770908
Agartala,Tripura,2024-06-11,07:56:34,Stormy,Highway,3,4,33.881206,77.758177
Dehradun,Uttarakhand,2023-08-06,12:52:59,Rainy,Highway,4,1,34.875507,96.366615
Guntur,Andhra Pradesh,2024-05-06,02:13:27,Cloudy,Rural Road,2,0,10.655319,68.116275
Darjeeling,West Bengal,2024-08-30,07:18:18,Clear,Urban Road,5,8,10.033546,95.923461
Itanagar,Arunachal Pradesh,2022-06-19,05:27:03,Clear,Highway,3,6,18.465442,81.15009
Kanpur,Uttar Pradesh,2024-08-13,09:21:52,Rainy,Highway,4,5,21.444655,94.813249
Bengaluru,Karnataka,2022-01-21,07:09:55,Stormy,Urban Road,4,9,18.272616,75.889089
Imphal,Manipur,2022-07-06,11:42:40,Rainy,Urban Road,5,8,11.784674,84.645131
Jamshedpur,Jharkhand,2023-03-27,22:19:46,Rainy,Rural Road,5,8,9.531365,69.433733
Cuttack,Odisha,2024-04-14,17:54:09,Cloudy,Urban Road,4,7,10.142957,73.050624
Haridwar,Uttarakhand,2024-05-14,22:16:05,Clear,Urban Road,4,6,10.663806,76.695695
Imphal,Manipur,2021-07-13,13:18:36,Cloudy,Rural Road,3,8,27.188949,81.84792
New Delhi,Delhi,2022-09-02,08:12:49,Rainy,Rural Road,5,5,11.797007,91.963423
Panaji,Goa,2021-08-12,10:38:45,Foggy,Urban Road,2,1,25.625578,83.747594
Agartala,Tripura,2023-10-03,23:00:07,Rainy,Highway,1,8,18.179409,95.849419
Aizawl,Mizoram,2021-07-10,18:27:55,Cloudy,Rural Road,3,0,32.000756,79.197742
Bhilai,Chhattisgarh,2023-06-20,18:34:32,Foggy,Highway,2,1,8.381012,75.270033
Udaipur,Rajasthan,2023-12-05,16:39:38,Cloudy,Urban Road,1,7,33.080059,87.109236
Pune,Maharashtra,2023-02-08,06:13:54,Cloudy,Rural Road,3,6,11.905452,81.305208
Mumbai,Maharashtra,2024-10-11,03:42:46,Rainy,Highway,1,4,8.395309,70.280033
Warangal,Telangana,2024-11-06,21:53:26,Foggy,Rural Road,1,6,8.406686,70.523423
Palakkad,Kerala,2024-01-13,11:39:21,Clear,Urban Road,3,6,10.943445,94.994287
Udaipur,Rajasthan,2024-05-16,01:17:16,Foggy,Rural Road,2,7,26.213847,79.900368
Dehradun,Uttarakhand,2024-08-11,02:09:16,Clear,Highway,4,8,21.987417,94.763163
Vadodara,Gujarat,2021-03-24,10:45:08,Cloudy,Rural Road,5,6,36.239944,68.567012
Imphal,Manipur,2022-01-20,16:26:51,Foggy,Rural Road,3,1,10.661633,91.660943
Shillong,Meghalaya,2024-07-02,19:56:31,Rainy,Rural Road,4,9,10.253399,82.146569
New Delhi,Delhi,2023-06-02,19:29:59,Clear,Urban Road,4,1,29.553584,89.906103
Udaipur,Rajasthan,2024-08-14,01:07:13,Cloudy,Rural Road,2,1,18.605994,92.364273
Margao,Goa,2023-01-07,13:14:00,Clear,Urban Road,3,0,11.670553,84.048266
Nellore,Andhra Pradesh,2024-05-02,03:10:16,Stormy,Urban Road,5,5,9.09039,75.107861
Kanpur,Uttar Pradesh,2022-08-04,00:02:23,Clear,Rural Road,1,3,31.256144,80.484313
Jaipur,Rajasthan,2024-11-19,07:05:12,Clear,Urban Road,1,5,27.98361,82.007665
Shimla,Himachal Pradesh,2021-11-07,14:18:20,Clear,Rural Road,2,9,19.460232,76.738214
New Delhi,Delhi,2021-04-19,09:52:29,Cloudy,Urban Road,2,9,10.237333,88.073538
Gurgaon,Haryana,2022-08-15,19:52:51,Cloudy,Highway,2,3,10.345662,86.247638
Shillong,Meghalaya,2024-10-01,03:40:54,Rainy,Urban Road,2,0,33.208603,87.71686
Hyderabad,Telangana,2024-08-30,02:12:57,Rainy,Rural Road,3,3,10.417364,92.854726
Imphal,Manipur,2022-04-22,22:04:34,Clear,Urban Road,2,7,10.482534,89.608604
Dharamshala,Himachal Pradesh,2024-07-04,04:36:08,Cloudy,Highway,4,1,20.775253,92.5934
Imphal,Manipur,2022-06-20,17:07:14,Clear,Urban Road,1,7,26.850427,85.784844
Bhilai,Chhattisgarh,2024-09-26,16:23:24,Stormy,Rural Road,1,7,28.280762,81.541239
Surat,Gujarat,2023-07-06,13:37:56,Clear,Urban Road,4,9,22.187705,79.279853
Indore,Madhya Pradesh,2024-09-11,04:47:10,Stormy,Urban Road,3,6,12.695957,68.878865
Jamshedpur,Jharkhand,2024-08-22,21:59:11,Clear,Highway,4,10,24.428633,68.234771
Dehradun,Uttarakhand,2023-06-14,06:55:16,Cloudy,Rural Road,1,3,32.65108,76.133638
Aizawl,Mizoram,2024-05-26,13:29:00,Rainy,Highway,5,6,27.537042,87.888084
Haridwar,Uttarakhand,2023-11-08,22:38:01,Clear,Rural Road,2,6,23.916092,92.679769
Aizawl,Mizoram,2022-05-14,06:07:51,Stormy,Highway,2,9,20.113259,79.260759
Muzaffarpur,Bihar,2025-01-08,10:04:33,Clear,Urban Road,3,0,35.747779,75.434666
Dibrugarh,Assam,2022-09-28,01:20:54,Stormy,Rural Road,4,8,24.159146,72.720071
Gurgaon,Haryana,2023-02-23,16:29:08,Foggy,Rural Road,1,5,26.134797,84.267771
New Delhi,Delhi,2022-03-20,16:53:24,Foggy,Highway,3,2,19.041905,78.625483
Nellore,Andhra Pradesh,2024-11-10,19:43:04,Stormy,Rural Road,1,2,21.619411,78.48804
Udaipur,Rajasthan,2021-11-29,19:45:51,Clear,Urban Road,1,0,24.022288,81.425126
Kolkata,West Bengal,2022-07-02,11:41:07,Clear,Rural Road,5,1,30.0192,85.165971
Lucknow,Uttar Pradesh,2023-10-16,03:39:35,Rainy,Rural Road,4,2,20.136355,76.90586
Dibrugarh,Assam,2022-08-08,23:53:59,Rainy,Urban Road,1,4,19.543107,73.301776
Varanasi,Uttar Pradesh,2023-02-17,00:31:14,Rainy,Rural Road,5,1,32.68161,80.060212
Aizawl,Mizoram,2024-05-02,13:13:04,Cloudy,Highway,1,10,16.138456,71.460306
Vijayawada,Andhra Pradesh,2021-06-22,15:39:46,Rainy,Urban Road,1,7,28.605668,72.273654
Bhopal,Madhya Pradesh,2023-07-17,18:10:35,Clear,Urban Road,2,0,23.288572,77.639324
Shillong,Meghalaya,2021-11-26,04:42:37,Stormy,Highway,3,0,23.639247,95.581294
Imphal,Manipur,2023-04-18,15:27:29,Clear,Urban Road,3,8,26.385001,69.968214
Kanpur,Uttar Pradesh,2023-05-18,19:21:50,Clear,Highway,2,10,18.759659,92.205015
Dehradun,Uttarakhand,2025-01-18,01:45:11,Stormy,Highway,4,1,21.864031,73.25063
Shillong,Meghalaya,2024-11-03,04:43:11,Foggy,Urban Road,3,3,36.13267,86.287507
Surat,Gujarat,2022-07-10,11:03:19,Rainy,Highway,2,0,26.696244,90.830601
Cuttack,Odisha,2024-08-12,10:21:16,Rainy,Highway,5,2,22.019318,72.447468
Madurai,Tamil Nadu,2023-01-25,23:00:20,Stormy,Highway,4,1,35.61838,84.790345
Bengaluru,Karnataka,2024-03-18,17:45:49,Rainy,Highway,4,5,11.924443,70.959876
Aizawl,Mizoram,2021-05-28,02:37:56,Rainy,Urban Road,2,0,35.23221,91.926366
Bhopal,Madhya Pradesh,2024-12-11,05:41:34,Rainy,Rural Road,2,4,26.645886,95.158158
Cuttack,Odisha,2024-01-17,05:42:39,Stormy,Urban Road,2,9,23.506534,68.840382
Agartala,Tripura,2023-09-07,15:54:32,Rainy,Urban Road,2,10,33.513991,87.353502
Hubli,Karnataka,2024-08-07,14:39:30,Cloudy,Highway,4,2,23.676768,96.49275
Dharamshala,Himachal Pradesh,2023-04-12,10:37:26,Foggy,Rural Road,5,9,18.368519,82.533463
Malappuram,Kerala,2022-06-23,15:32:08,Cloudy,Highway,2,7,18.539805,80.025311
Bhilai,Chhattisgarh,2021-07-12,20:14:40,Clear,Highway,4,3,13.685789,73.417374
Panaji,Goa,2022-12-12,22:21:14,Cloudy,Urban Road,5,3,10.39046,82.113671
Shillong,Meghalaya,2021-12-22,18:26:29,Cloudy,Rural Road,5,4,14.403567,90.64067
Gaya,Bihar,2022-04-17,04:00:38,Rainy,Rural Road,2,5,32.981205,92.411392
Vijayawada,Andhra Pradesh,2024-07-24,11:47:40,Cloudy,Highway,4,4,19.129726,77.12572
New Delhi,Delhi,2023-04-23,11:29:31,Foggy,Urban Road,4,0,26.239426,73.457202
Bhopal,Madhya Pradesh,2024-05-21,15:22:24,Rainy,Rural Road,5,1,11.82808,88.994339
Kozhikode,Kerala,2022-12-17,12:11:29,Cloudy,Rural Road,1,1,24.773502,85.93608
Agartala,Tripura,2023-08-31,21:01:03,Rainy,Highway,3,10,32.314009,87.772182
Shimla,Himachal Pradesh,2023-07-18,00:20:50,Stormy,Highway,2,8,35.786831,89.346714
Agartala,Tripura,2023-09-26,13:19:05,Clear,Highway,2,6,11.308533,83.679186
Agartala,Tripura,2021-11-13,23:16:25,Clear,Highway,1,5,10.397472,80.124529
Kolkata,West Bengal,2024-05-11,15:46:21,Clear,Urban Road,4,5,26.294947,81.557819
Itanagar,Arunachal Pradesh,2022-09-24,23:23:27,Stormy,Urban Road,3,10,25.532899,76.19857
Panaji,Goa,2022-09-24,21:09:55,Rainy,Urban Road,3,5,8.467376,94.036059
Mumbai,Maharashtra,2024-01-08,05:54:35,Foggy,Highway,4,4,8.78768,88.076954
Kohima,Nagaland,2023-03-07,09:08:50,Clear,Urban Road,4,2,10.225279,85.978017
Darjeeling,West Bengal,2023-08-14,04:25:11,Foggy,Urban Road,2,10,11.155023,82.14309
Kohima,Nagaland,2024-03-01,10:00:30,Stormy,Urban Road,5,8,16.995688,82.058054
Bhilai,Chhattisgarh,2023-10-21,01:25:59,Clear,Rural Road,3,9,22.661392,68.687876
Bhilai,Chhattisgarh,2024-10-22,01:05:17,Cloudy,Rural Road,2,1,35.691102,78.395077
Kohima,Nagaland,2024-11-14,05:34:11,Rainy,Highway,5,0,28.984003,82.617917
Jamshedpur,Jharkhand,2022-07-30,16:53:59,Stormy,Rural Road,4,0,28.174858,72.473725
Coimbatore,Tamil Nadu,2023-02-18,03:37:24,Clear,Urban Road,1,8,20.051674,83.612567
Muzaffarpur,Bihar,2023-02-11,12:04:58,Cloudy,Highway,1,0,33.183855,74.776053
Tawang,Arunachal Pradesh,2022-05-12,14:35:00,Rainy,Urban Road,3,6,36.722917,69.236449
Faridabad,Haryana,2024-09-27,04:40:35,Clear,Highway,2,0,14.99897,76.057151
Shillong,Meghalaya,2023-04-18,08:35:29,Clear,Urban Road,5,1,28.877137,85.664208
Indore,Madhya Pradesh,2021-05-09,00:21:30,Foggy,Rural Road,2,5,31.482187,92.375645
Bhilai,Chhattisgarh,2021-08-24,10:55:26,Cloudy,Urban Road,2,0,28.090958,96.674628
Bhopal,Madhya Pradesh,2022-01-16,20:05:03,Foggy,Rural Road,1,8,23.689536,78.562402
Gurgaon,Haryana,2023-02-13,14:55:17,Stormy,Rural Road,5,10,20.46006,80.653297
Pune,Maharashtra,2023-10-15,11:33:44,Cloudy,Urban Road,4,3,12.835586,86.455408
Cuttack,Odisha,2021-10-17,01:57:46,Rainy,Urban Road,3,0,9.042009,87.413641
Itanagar,Arunachal Pradesh,2024-04-13,00:02:04,Clear,Highway,5,7,23.191104,77.060603
Surat,Gujarat,2024-11-18,02:53:30,Stormy,Urban Road,4,9,15.317379,84.353569
Aizawl,Mizoram,2024-03-12,08:16:42,Clear,Rural Road,5,5,20.868195,69.531305
Itanagar,Arunachal Pradesh,2023-08-15,21:52:27,Cloudy,Rural Road,1,8,36.971684,71.864396
Faridabad,Haryana,2021-05-04,10:33:00,Foggy,Highway,2,9,35.544815,70.201074
Muzaffarpur,Bihar,2021-06-15,06:31:57,Rainy,Rural Road,4,1,31.843302,90.069275
New Delhi,Delhi,2021-02-28,10:06:11,Rainy,Rural Road,1,0,32.885749,95.173954
Panaji,Goa,2022-03-01,06:47:49,Cloudy,Rural Road,4,6,14.422385,70.254581
Kohima,Nagaland,2023-08-19,21:09:13,Clear,Highway,4,4,27.054289,72.107678
Muzaffarpur,Bihar,2024-06-26,02:41:43,Clear,Urban Road,3,0,32.137653,71.190364
Imphal,Manipur,2022-01-13,09:27:47,Stormy,Highway,5,8,24.825161,82.643169
Nellore,Andhra Pradesh,2023-02-23,15:27:41,Cloudy,Urban Road,1,4,32.862612,85.696748
Ludhiana,Punjab,2024-07-30,17:33:11,Cloudy,Urban Road,2,3,30.534475,78.045125
Gaya,Bihar,2023-02-25,15:56:46,Rainy,Urban Road,3,7,14.536827,72.647912
Hyderabad,Telangana,2023-11-25,19:47:45,Stormy,Urban Road,2,1,24.804738,74.105675
Kolkata,West Bengal,2023-09-04,02:44:25,Rainy,Highway,1,4,10.601094,78.454392
Shillong,Meghalaya,2023-05-07,19:57:04,Rainy,Highway,5,0,31.361247,94.680822
Bhilai,Chhattisgarh,2023-08-29,22:23:21,Foggy,Highway,4,8,36.260141,76.943425
Chennai,Tamil Nadu,2022-07-29,15:50:35,Foggy,Highway,5,2,8.807855,93.41525
Ludhiana,Punjab,2021-05-31,19:27:06,Rainy,Rural Road,1,10,24.569213,86.22034
Muzaffarpur,Bihar,2023-07-17,12:34:55,Rainy,Rural Road,3,3,34.435176,93.01305
Kohima,Nagaland,2024-12-24,03:54:15,Cloudy,Urban Road,1,1,10.4209,86.868499
Kozhikode,Kerala,2024-07-02,22:04:05,Stormy,Rural Road,2,4,27.737411,87.969766
Nagpur,Maharashtra,2024-05-20,10:47:39,Foggy,Highway,5,2,12.144792,96.660991
Visakhapatnam,Andhra Pradesh,2023-07-29,07:07:55,Stormy,Urban Road,1,5,10.479649,89.873635
Jaipur,Rajasthan,2021-12-30,04:38:34,Clear,Rural Road,2,1,16.537831,75.003818
Bhubaneswar,Odisha,2023-05-27,21:50:25,Rainy,Urban Road,4,1,33.187504,88.521547
Hyderabad,Telangana,2022-04-06,07:13:39,Rainy,Rural Road,5,2,35.871763,82.38099
Madurai,Tamil Nadu,2025-01-23,21:56:59,Rainy,Rural Road,2,9,8.492364,86.567766
Dharamshala,Himachal Pradesh,2023-05-26,18:22:54,Stormy,Highway,4,2,25.110519,77.296571
Hyderabad,Telangana,2023-12-04,20:12:11,Clear,Highway,4,4,15.892654,77.044421
Imphal,Manipur,2024-08-14,09:51:25,Clear,Rural Road,3,6,26.295892,87.460201
Nellore,Andhra Pradesh,2023-10-09,12:53:32,Cloudy,Urban Road,2,4,27.339177,70.89779
Ludhiana,Punjab,2024-06-02,13:42:55,Clear,Rural Road,3,8,35.660505,79.982092
Chennai,Tamil Nadu,2022-09-11,07:41:22,Stormy,Rural Road,1,1,13.759307,76.253051
Kanpur,Uttar Pradesh,2024-03-17,10:05:09,Rainy,Urban Road,5,5,15.964279,95.561808
Coimbatore,Tamil Nadu,2022-03-11,23:59:38,Rainy,Highway,1,7,35.479487,73.49785
Chennai,Tamil Nadu,2024-04-19,21:37:21,Foggy,Urban Road,1,4,32.656813,72.177509
Shillong,Meghalaya,2023-10-27,04:55:25,Clear,Rural Road,2,5,14.332365,79.102404
Agartala,Tripura,2021-12-24,04:39:57,Stormy,Urban Road,1,9,16.613073,83.141398
Nellore,Andhra Pradesh,2022-04-29,08:11:46,Clear,Highway,2,5,11.424526,76.143273
Itanagar,Arunachal Pradesh,2023-02-19,01:00:03,Clear,Urban Road,1,1,22.980362,90.846246
Shillong,Meghalaya,2021-02-22,13:29:18,Rainy,Rural Road,1,0,23.369426,93.207261
Guntur,Andhra Pradesh,2022-11-28,18:34:31,Foggy,Highway,1,3,19.166648,78.973613
Panaji,Goa,2024-11-06,03:39:56,Cloudy,Highway,2,6,23.623852,87.882919
Aizawl,Mizoram,2024-10-13,12:34:17,Clear,Highway,4,5,33.424638,87.974275
Madurai,Tamil Nadu,2022-01-13,22:01:50,Rainy,Highway,5,4,8.948765,86.796385
Kolkata,West Bengal,2023-04-27,22:18:18,Cloudy,Highway,2,1,21.481791,82.89384
Hyderabad,Telangana,2023-06-06,12:34:06,Rainy,Highway,1,0,32.076751,76.916483
Panaji,Goa,2024-09-24,23:29:48,Cloudy,Highway,1,7,10.925762,70.928716
Vijayawada,Andhra Pradesh,2022-08-15,10:43:13,Foggy,Highway,3,6,10.404704,83.571172
Nellore,Andhra Pradesh,2023-09-28,21:37:38,Rainy,Rural Road,5,5,36.198953,75.48073
Ernakulam,Kerala,2024-08-14,16:43:37,Clear,Urban Road,5,2,35.214493,72.08771
Bhubaneswar,Odisha,2021-03-08,18:15:43,Clear,Rural Road,1,2,32.469206,77.923393
Coimbatore,Tamil Nadu,2022-11-04,05:25:27,Cloudy,Highway,3,4,21.153205,77.455278
Mysuru,Karnataka,2023-08-13,01:22:37,Stormy,Rural Road,2,4,30.838083,72.048658
Jaipur,Rajasthan,2023-08-23,12:44:28,Stormy,Urban Road,4,8,26.560684,86.872285
Cuttack,Odisha,2024-09-07,09:33:51,Stormy,Highway,3,7,36.330116,85.240578
Surat,Gujarat,2022-01-15,17:09:25,Cloudy,Rural Road,4,0,30.619469,81.314136
Hubli,Karnataka,2023-07-14,03:55:27,Stormy,Highway,4,0,21.920409,72.971206
Imphal,Manipur,2024-02-20,06:54:33,Rainy,Rural Road,3,9,25.003099,82.892847
Shimla,Himachal Pradesh,2022-10-05,02:56:03,Cloudy,Urban Road,2,7,9.958416,75.945008
Warangal,Telangana,2023-07-12,04:34:23,Foggy,Urban Road,2,8,27.882547,85.03146
Shillong,Meghalaya,2022-04-02,05:12:20,Foggy,Urban Road,1,3,11.372855,70.295067
Panaji,Goa,2023-02-19,01:55:29,Rainy,Rural Road,5,4,14.892735,71.651662
Ludhiana,Punjab,2021-03-18,12:37:28,Stormy,Rural Road,5,6,15.027543,75.661564
Dharamshala,Himachal Pradesh,2024-10-01,12:07:11,Rainy,Rural Road,1,4,22.601188,69.044255
Ranchi,Jharkhand,2022-08-15,14:14:33,Stormy,Highway,4,3,35.054151,84.285201
Kanpur,Uttar Pradesh,2021-12-10,16:24:53,Stormy,Highway,5,8,36.497179,91.208953
Malappuram,Kerala,2022-08-16,20:39:46,Clear,Urban Road,2,2,25.193012,87.768189
Nellore,Andhra Pradesh,2023-11-13,09:33:26,Stormy,Urban Road,5,7,34.469294,83.797576
Guntur,Andhra Pradesh,2024-11-16,14:30:27,Foggy,Urban Road,4,8,35.099674,69.523743
Jamshedpur,Jharkhand,2022-02-16,00:44:24,Foggy,Rural Road,2,3,20.958645,82.246323
Patna,Bihar,2023-01-10,11:07:26,Rainy,Urban Road,3,6,26.290415,76.555558
Imphal,Manipur,2024-10-29,08:14:06,Foggy,Urban Road,4,5,26.156952,75.88911
Dharamshala,Himachal Pradesh,2024-04-04,05:22:41,Clear,Urban Road,3,4,13.202412,69.190214
Dibrugarh,Assam,2023-06-14,06:16:15,Cloudy,Urban Road,1,7,34.871355,70.343084
Chennai,Tamil Nadu,2024-01-22,10:55:31,Cloudy,Urban Road,4,8,12.956921,69.501122
Imphal,Manipur,2022-05-18,08:10:46,Foggy,Highway,4,4,17.650116,77.775674
Jaipur,Rajasthan,2021-10-02,00:50:53,Foggy,Highway,3,9,8.051676,88.101274
Shillong,Meghalaya,2021-03-13,17:06:50,Cloudy,Rural Road,2,10,14.965223,77.282098
Varanasi,Uttar Pradesh,2023-09-03,04:45:20,Rainy,Rural Road,5,6,17.024161,94.810127
Panaji,Goa,2024-03-13,06:55:28,Stormy,Highway,1,7,20.990819,85.132639
Indore,Madhya Pradesh,2024-01-29,12:37:22,Rainy,Highway,4,9,34.41156,73.992521
Cuttack,Odisha,2022-08-28,21:45:30,Cloudy,Rural Road,3,7,17.852446,92.846338
Shillong,Meghalaya,2021-07-10,03:43:26,Cloudy,Highway,1,6,13.481354,70.901179
Agartala,Tripura,2023-05-31,11:07:51,Foggy,Rural Road,3,3,16.0072,94.112027
Shimla,Himachal Pradesh,2024-11-28,00:14:18,Clear,Urban Road,3,2,36.714269,83.637013
Nagpur,Maharashtra,2023-09-02,20:02:59,Rainy,Highway,4,7,16.042904,73.039372
Raipur,Chhattisgarh,2021-10-17,06:01:43,Stormy,Urban Road,5,8,30.147491,74.961818
Muzaffarpur,Bihar,2024-11-15,03:02:44,Clear,Urban Road,4,7,24.67994,79.42579
Udaipur,Rajasthan,2024-09-26,04:20:18,Stormy,Highway,3,10,15.048769,91.446143
Imphal,Manipur,2022-05-17,01:07:38,Foggy,Rural Road,2,2,20.597584,96.350969
Udaipur,Rajasthan,2021-07-25,15:34:58,Clear,Urban Road,3,10,36.033638,88.868437
Vijayawada,Andhra Pradesh,2024-07-31,21:21:58,Rainy,Highway,1,7,19.330011,95.454647
Indore,Madhya Pradesh,2023-07-13,03:05:57,Foggy,Urban Road,4,8,25.74994,68.944241
Dehradun,Uttarakhand,2022-03-01,16:15:41,Stormy,Rural Road,5,2,11.378662,95.155244
Aizawl,Mizoram,2023-05-15,03:42:16,Clear,Rural Road,5,7,22.198356,85.599474
Dibrugarh,Assam,2023-01-28,09:48:30,Clear,Highway,4,9,35.860965,92.166448
Hyderabad,Telangana,2024-07-10,16:34:26,Rainy,Highway,3,2,17.163193,93.258193
Hyderabad,Telangana,2024-06-02,23:27:34,Stormy,Rural Road,1,9,36.362298,80.70616
Jaipur,Rajasthan,2023-04-12,07:57:01,Foggy,Rural Road,4,10,30.903358,82.212388
Pune,Maharashtra,2023-12-11,09:20:52,Clear,Highway,4,4,21.807591,88.608413
Lucknow,Uttar Pradesh,2023-09-10,07:08:01,Foggy,Rural Road,1,6,24.236508,90.866753
Thrissur,Kerala,2024-03-10,16:53:41,Clear,Rural Road,4,10,8.714826,82.798961
Gurgaon,Haryana,2024-04-25,03:04:03,Foggy,Urban Road,1,3,9.181869,71.15316
Bhubaneswar,Odisha,2021-10-08,08:10:28,Rainy,Rural Road,3,7,25.783358,84.715897
Amritsar,Punjab,2024-04-02,12:11:41,Stormy,Rural Road,2,4,13.277738,78.243173
Guwahati,Assam,2023-01-29,02:21:14,Clear,Highway,1,1,24.59024,91.722466
New Delhi,Delhi,2024-08-15,00:07:57,Rainy,Urban Road,2,7,13.201235,90.381016
Itanagar,Arunachal Pradesh,2021-05-21,23:43:56,Foggy,Highway,3,7,24.361008,69.421437
Agartala,Tripura,2023-11-13,23:09:12,Clear,Highway,2,9,12.139486,82.462183
New Delhi,Delhi,2021-11-01,12:23:00,Stormy,Highway,4,9,36.622144,68.908919
Ranchi,Jharkhand,2023-05-12,02:18:42,Foggy,Rural Road,4,1,25.095278,75.123548
Udaipur,Rajasthan,2025-01-12,08:41:45,Clear,Urban Road,1,9,14.124788,96.62684
Dehradun,Uttarakhand,2024-02-11,21:44:55,Cloudy,Urban Road,4,2,22.524927,83.604427
Ahmedabad,Gujarat,2024-11-01,18:19:33,Stormy,Rural Road,5,8,25.947322,87.96868
Dharamshala,Himachal Pradesh,2023-10-13,20:33:17,Stormy,Rural Road,1,8,22.233775,75.199967
Agartala,Tripura,2023-09-05,00:03:34,Rainy,Urban Road,2,8,30.657638,78.325932
Dimapur,Nagaland,2024-03-14,20:02:25,Foggy,Urban Road,1,7,36.640343,89.628916
Imphal,Manipur,2023-11-14,13:07:29,Cloudy,Rural Road,3,6,28.473699,78.320705
Nagpur,Maharashtra,2024-07-16,17:46:25,Rainy,Rural Road,4,8,17.098962,77.556988
Shimla,Himachal Pradesh,2021-11-30,05:51:19,Clear,Rural Road,3,5,27.619944,69.602441
Nellore,Andhra Pradesh,2021-08-10,08:08:49,Rainy,Highway,3,4,31.649418,88.845028
Ranchi,Jharkhand,2024-10-26,18:11:59,Stormy,Highway,1,8,34.652232,93.970599
Visakhapatnam,Andhra Pradesh,2023-02-06,18:03:30,Stormy,Highway,1,5,34.353713,70.32476
Varanasi,Uttar Pradesh,2024-01-18,05:13:31,Cloudy,Rural Road,5,2,22.698017,79.945087
Ludhiana,Punjab,2024-06-17,16:19:06,Rainy,Rural Road,4,6,10.863687,96.981016
Gaya,Bihar,2022-02-16,15:53:47,Foggy,Urban Road,3,4,19.52648,80.793286
Imphal,Manipur,2023-07-07,19:10:16,Stormy,Rural Road,1,4,16.581138,74.291251
Gaya,Bihar,2021-11-12,07:24:03,Foggy,Rural Road,3,7,9.871337,81.312113
Bengaluru,Karnataka,2021-03-19,21:36:41,Clear,Rural Road,3,2,35.203762,73.858817
Mumbai,Maharashtra,2024-01-07,15:00:25,Clear,Urban Road,4,10,30.189354,72.084407
Indore,Madhya Pradesh,2021-08-13,11:14:26,Clear,Rural Road,2,4,12.834792,76.608007
Gurgaon,Haryana,2023-09-13,11:44:23,Foggy,Highway,2,10,15.232927,92.871059
Mumbai,Maharashtra,2023-10-06,04:43:26,Stormy,Highway,2,0,10.873638,79.605978
Aizawl,Mizoram,2022-06-24,15:30:03,Rainy,Urban Road,4,6,8.90835,86.922187
Mysuru,Karnataka,2021-04-03,20:12:24,Foggy,Urban Road,1,2,11.170252,74.64429
Gurgaon,Haryana,2023-01-26,04:27:36,Clear,Rural Road,5,2,23.341392,93.073165
Pune,Maharashtra,2025-01-21,15:48:44,Rainy,Highway,5,4,29.23623,90.059266
Dharamshala,Himachal Pradesh,2023-02-10,21:17:30,Rainy,Urban Road,3,5,10.783989,77.888656
Agartala,Tripura,2023-12-31,23:26:30,Clear,Rural Road,2,10,36.392001,94.886172
Indore,Madhya Pradesh,2023-07-10,21:25:00,Rainy,Highway,4,4,28.74159,90.73694
Kolkata,West Bengal,2021-10-04,11:55:05,Stormy,Urban Road,3,2,28.744133,91.064994
New Delhi,Delhi,2024-11-19,14:09:05,Foggy,Rural Road,1,5,36.030729,71.886827
Nagpur,Maharashtra,2022-12-18,12:09:12,Stormy,Rural Road,5,6,24.893284,82.187518
Jamshedpur,Jharkhand,2022-09-12,17:56:28,Clear,Highway,1,5,8.071356,71.328045
Warangal,Telangana,2023-11-25,05:17:42,Clear,Urban Road,4,6,20.198583,78.426395
Panaji,Goa,2021-06-16,04:40:26,Rainy,Urban Road,5,6,20.707268,79.896543
Surat,Gujarat,2023-01-30,18:13:50,Clear,Rural Road,2,1,31.628788,92.736167
Guwahati,Assam,2024-09-14,06:18:21,Stormy,Urban Road,5,5,28.209924,78.585229
Ludhiana,Punjab,2023-05-26,23:42:48,Stormy,Urban Road,3,9,10.778492,82.382494
Ahmedabad,Gujarat,2024-10-30,22:30:02,Rainy,Rural Road,1,2,12.576132,75.579633
Ludhiana,Punjab,2023-01-08,14:12:53,Stormy,Urban Road,5,6,11.031927,83.089325
Varanasi,Uttar Pradesh,2025-02-18,07:03:58,Foggy,Urban Road,3,10,21.364613,70.733757
Bhilai,Chhattisgarh,2023-12-23,16:13:35,Rainy,Urban Road,3,5,20.494839,90.257475
Kohima,Nagaland,2025-02-06,04:08:46,Stormy,Urban Road,5,8,16.273868,89.426589
Dharamshala,Himachal Pradesh,2023-07-16,22:18:35,Stormy,Rural Road,1,3,16.190617,70.256393
Panaji,Goa,2022-10-09,03:14:39,Foggy,Urban Road,5,7,28.579046,77.253802
